,Brand,Color,Touchscreen,Display_size_inches,Operating System,Processor Core,Internal Storage,Primary Camera,Secondary Camera Available,Wi-Fi,Battery Capacity,SmartPhone,X_res,Y_res,Processor,5G,price
740,itel,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,1612,720,Bionic Chip,0,7089
742,REDMI,Any Color,1,6.43,Android,8,64.0,64.0,1,1,5000,1,2400,1080,Helio,0,14999
745,REDMI,Any Color,1,6.7,Android,8,64.0,50.0,1,1,6000,1,1650,720,Snapdragon,0,10999
746,Infinix,Any Color,1,6.78,Android 12,8,256.0,50.0,1,1,5000,1,2460,1080,Dimensity,1,19999
748,realme,Any Color,1,6.5,Android,8,32.0,50.0,1,1,5000,1,1600,720,Qualcomm,0,6499
749,vivo,Any Color,1,6.44,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,17999
751,REDMI,Any Color,1,6.67,Android,2,128.0,48.0,1,1,5020,1,2400,1080,Bionic Chip,0,12640
752,vivo,Any Color,1,6.44,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,17999
753,OnePlus,Any Color,1,6.7,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Bionic Chip,1,30490
755,REDMI,Any Color,1,6.71,Android 12,8,6.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,10890
759,APPLE,Any Color,1,6.7,Ios,6,128.0,12.0,1,1,1000,1,2778,1284,Bionic Chip,1,73999
760,vivo,Any Color,1,6.58,Android 12,8,128.0,50.0,1,1,5000,1,2408,1080,Snapdragon,0,16999
761,vivo,Any Color,1,6.51,Android 12,8,64.0,13.0,1,1,5000,1,1600,720,Helio,0,10975
762,SAMSUNG,Any Color,1,6.5,Android 12,8,128.0,13.0,1,1,5000,1,720,1600,Helio,0,8875
764,Tecno,Any Color,1,6.67,Android 13,8,256.0,64.0,1,1,5000,1,1080,2400,Helio,0,15499
765,APPLE,Any Color,1,6.7,Ios,6,128.0,48.0,1,1,4323,1,2796,1290,Bionic Chip,1,127999
766,SAMSUNG,Any Color,1,6.7,Android 13,8,256.0,108.0,1,1,6000,1,2400,1080,Qualcomm,1,29999
767,realme,Any Color,1,6.62,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,24999
769,REDMI,Any Color,1,6.7,Android 13,8,128.0,50.0,1,1,6000,1,2400,1080,Bionic Chip,0,12599
770,SAMSUNG,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,6000,1,2408,1080,Exynos,0,11999
772,IQOO,Any Color,1,6.78,Android 13,8,128.0,64.0,1,1,5000,1,2400,1080,Bionic Chip,1,30998
775,SAMSUNG,Any Color,1,6.6,Android 13,8,128.0,50.0,1,1,6000,1,1080,2408,Bionic Chip,1,15290
776,APPLE,Any Color,1,6.1,Ios,6,512.0,12.0,1,1,6000,1,2532,1170,Bionic Chip,1,99999
777,vivo,Any Color,1,6.44,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,19999
778,Infinix,Any Color,1,6.7,Android 12,8,128.0,108.0,1,1,4500,1,2400,1080,Qualcomm,0,17999
779,realme,Any Color,1,6.62,Android 12,8,256.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,28999
780,APPLE,Any Color,1,6.1,Ios,6,128.0,48.0,1,1,5000,1,2556,1179,Bionic Chip,1,79900
781,APPLE,Any Color,1,6.1,Ios,6,256.0,12.0,1,1,5000,1,2532,1170,Bionic Chip,1,74999
783,realme,Any Color,1,6.62,Android 12,8,256.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,28999
785,REDMI,Any Color,1,6.52,Android 12,4,32.0,50.0,1,1,5000,1,1600,720,Helio,0,6299
787,IQOO,Any Color,1,6.38,Android 13,8,128.0,64.0,1,1,4500,1,2388,1080,Bionic Chip,1,18990
789,Infinix,Any Color,1,6.6,Android 12,8,64.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,10999
791,REDMI,Any Color,1,6.7,Android,8,128.0,50.0,1,1,6000,1,1650,720,Snapdragon,0,10999
792,Infinix,Any Color,1,6.6,Android 12,8,64.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,10999
793,itel,Any Color,1,6.5,Android 12,8,128.0,50.0,1,1,5000,1,1612,720,Bionic Chip,0,8599
794,realme,Any Color,1,6.62,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,24999
795,itel,Any Color,1,6.6,Android,8,64.0,13.0,1,1,6000,1,1612,720,Bionic Chip,0,6999
797,Infinix,Any Color,1,6.7,Android 12,8,128.0,108.0,1,1,5000,1,2400,1080,Dimensity,1,18999
798,APPLE,Any Color,1,6.1,Ios,8,128.0,12.0,1,1,5000,1,2532,1170,Bionic Chip,1,51999
799,POCO,Any Color,1,6.53,Android,8,64.0,48.0,1,1,6000,1,2340,1080,Snapdragon,0,10990
800,Tecno,Any Color,1,6.67,Android 13,8,256.0,64.0,1,1,5000,1,1080,2400,Dimensity,1,21999
801,APPLE,Any Color,1,4.7,Ios,6,64.0,12.0,1,1,5000,1,1334,750,Bionic Chip,1,32699
804,SAMSUNG,Any Color,1,6.5,Android,8,32.0,50.0,1,1,5000,1,1600,720,Bionic Chip,0,6794
805,SAMSUNG,Any Color,1,6.5,Android 12,8,256.0,64.0,1,1,5000,1,2400,1080,Exynos,1,38990
806,Infinix,Any Color,1,6.6,Android 12,8,64.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,10999
808,MOTOROLA,Any Color,1,6.402,Android 12,8,64.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,9999
809,APPLE,Any Color,1,6.7,Ios,6,512.0,48.0,1,1,5000,1,2796,1290,Qualcomm,1,179900
810,Tecno,Any Color,1,6.56,Android 12,4,64.0,13.0,1,1,5000,1,1612,720,Helio,0,7290
816,vivo,Any Color,1,6.64,Android 13,8,128.0,50.0,1,1,5000,1,2388,1080,Snapdragon,0,15999
817,vivo,Any Color,1,6.44,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,14499
819,Tecno,Any Color,1,6.67,Android 13,8,256.0,64.0,1,1,5000,1,1080,2400,Dimensity,1,21999
821,SAMSUNG,Any Color,1,6.6,Android 13,8,128.0,50.0,1,1,6000,1,1080,2408,Bionic Chip,1,13880
822,OPPO,Any Color,1,6.7,Android 13,8,128.0,108.0,1,1,4800,1,2412,1080,Snapdragon,1,29999
826,SAMSUNG,Any Color,1,6.6,Android 12,8,64.0,50.0,1,1,6000,1,1080,2408,Bionic Chip,0,10639
827,itel,Any Color,1,6.6,Android,8,64.0,13.0,1,1,6000,1,1612,720,Bionic Chip,0,6995
828,MOTOROLA,Any Color,1,6.4,Android,8,64.0,50.0,1,1,5000,1,2400,1080,Helio,0,11999
831,OnePlus,Any Color,1,6.7,Android 13,8,256.0,50.0,1,1,5000,1,3216,1440,Bionic Chip,1,59995
832,Tecno,Any Color,1,6.56,Android 12,4,64.0,13.0,1,1,5000,1,1612,720,Helio,0,7998
833,REDMI,Any Color,1,6.67,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Dimensity,1,24999
836,Tecno,Any Color,1,6.8,Android,8,128.0,48.0,1,1,5000,1,1080,2460,Helio,0,12890
841,MOTOROLA,Any Color,1,6.5,Android,8,64.0,48.0,1,1,5000,1,1600,720,Qualcomm,0,8999
842,SAMSUNG,Any Color,1,6.6,Android 13,8,128.0,50.0,1,1,5000,1,2408,1080,Exynos,1,17999
843,OPPO,Any Color,1,6.43,Android 13,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,17499
845,realme,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,2408,1080,Dimensity,1,16999
847,Tecno,Any Color,1,6.56,Android 12,4,64.0,13.0,1,1,5000,1,1612,720,Helio,0,7990
848,MOTOROLA,Any Color,1,6.5,Android 12,8,64.0,16.0,1,1,5000,1,1600,720,Helio,0,8350
849,itel,Any Color,1,6.6,Android,8,64.0,13.0,1,1,6000,1,1612,720,Bionic Chip,0,6985
852,vivo,Any Color,1,6.58,Android 13,8,128.0,50.0,1,1,5000,1,2408,1080,Dimensity,1,18999
853,APPLE,Any Color,1,6.1,Ios,8,128.0,12.0,1,1,3110,1,1792,828,Bionic Chip,0,40999
856,Kechaoda,Black,0,3.5,Android,8,32.0,0.3,0,0,5000,0,320,240,Bionic Chip,0,1499
859,Tecno,Any Color,1,6.6,Android 12,8,8.0,16.0,1,1,5000,1,720,1612,Bionic Chip,0,9460
861,REDMI,Any Color,1,6.71,Android 12,8,64.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,8890
862,vivo,Any Color,1,6.64,Android 13,8,128.0,50.0,1,1,5000,1,2388,1080,Snapdragon,0,15999
863,OPPO,Any Color,1,6.43,Android 13,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,0,17499
864,Kechaoda,Any Color,0,3.5,Android,8,32.0,0.3,0,0,5000,0,320,240,Bionic Chip,0,1540
866,Infinix,Any Color,1,6.7,Android 12,8,128.0,108.0,1,1,5000,1,2400,1080,Dimensity,1,18999
867,Tecno,Any Color,1,6.6,Android 13,8,128.0,50.0,1,1,5000,1,1612,720,Bionic Chip,1,13288
868,REDMI,Any Color,1,6.71,Android 12,8,64.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,8681
869,Tecno,Any Color,1,6.67,Android 13,8,128.0,64.0,1,1,5000,1,1080,2400,Dimensity,1,19840
874,vivo,Any Color,1,6.51,Android 12,8,128.0,13.0,1,1,5000,1,1600,720,Helio,0,11800
875,vivo,Any Color,1,6.78,Android 13,8,128.0,50.0,1,1,4600,1,2400,1080,Dimensity,1,37999
876,SAMSUNG,Any Color,1,6.6,Android 12,8,64.0,50.0,1,1,6000,1,720,2408,Bionic Chip,0,10640
882,APPLE,Any Color,1,6.7,Ios,6,128.0,12.0,1,1,1000,1,2778,1284,Bionic Chip,1,73999
885,SAMSUNG,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,2408,1080,Snapdragon,1,15999
886,Infinix,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,12999
887,SAMSUNG,Any Color,1,6.2,Android 13,8,256.0,50.0,1,1,4400,1,2176,1812,Snapdragon,1,154999
888,vivo,Any Color,1,6.51,Android 12,4,32.0,50.0,1,1,5000,1,720,1600,Bionic Chip,0,8728
889,LAVA,Any Color,1,6.5,Android 12,8,64.0,13.0,1,1,5000,1,720,1600,Bionic Chip,0,8299
890,Infinix,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,12999
891,Tecno,Any Color,1,6.6,Android 13,8,128.0,50.0,1,1,5000,1,1612,720,Helio,0,10887
892,REDMI,Any Color,1,6.67,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Dimensity,1,24999
893,IQOO,Any Color,1,6.78,Android 13,8,128.0,64.0,1,1,5000,1,2400,1080,Bionic Chip,1,29999
897,APPLE,Any Color,1,6.7,Ios,6,256.0,48.0,1,1,1200,1,2796,1290,Bionic Chip,1,99900
898,Infinix,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,1612,720,Qualcomm,0,12999
900,REDMI,Any Color,1,6.71,Android 12,8,64.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,8774
903,APPLE,Any Color,1,6.7,Ios,6,256.0,12.0,1,1,1200,1,2778,1284,Bionic Chip,1,83999
904,SAMSUNG,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,5000,1,2408,1080,Snapdragon,1,15999
905,realme,Any Color,1,6.62,Android 12,8,256.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,28999
907,SAMSUNG,Blue,1,6.5,Android,8,64.0,48.0,1,1,5000,1,1600,720,Exynos,0,13990
909,APPLE,Any Color,1,6.7,Ios,6,256.0,48.0,1,1,800,1,2796,1290,Qualcomm,1,159900
912,APPLE,Any Color,1,6.7,Ios,6,128.0,12.0,1,1,5000,1,2778,1284,Bionic Chip,1,73999
916,SAMSUNG,Black,1,6.6,Android 13,8,64.0,50.0,1,1,5000,1,2408,1080,Exynos,1,15999
917,REDMI,Any Color,1,6.71,Android 12,8,6.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,9825
918,REDMI,Any Color,1,6.71,Android 12,8,6.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,10480
921,APPLE,Black,1,6.7,Ios,6,128.0,48.0,1,1,850,1,2796,1290,Bionic Chip,1,89900
922,Infinix,Any Color,1,6.78,Android 12,8,256.0,50.0,1,1,5000,1,2460,1080,Dimensity,1,19999
925,Infinix,Any Color,1,6.7,Android 12,8,128.0,108.0,1,1,4500,1,2400,1080,Qualcomm,0,17999
926,Nokia,Any Color,1,6.517,Android 13,8,128.0,50.0,1,1,5000,1,1600,720,Qualcomm,0,9299
927,IQOO,Any Color,1,6.78,Android 13,8,256.0,50.0,1,1,5000,1,1080,2400,Bionic Chip,1,41960
928,Infinix,Any Color,1,6.82,Android,8,64.0,50.0,1,1,6000,1,1640,720,Helio,0,9999
929,Infinix,Any Color,1,6.82,Android,8,64.0,50.0,1,1,6000,1,1640,720,Helio,0,9999
930,realme,Any Color,1,6.62,Android 12,8,128.0,50.0,1,1,5000,1,2400,1080,Snapdragon,1,24999
933,APPLE,Any Color,1,6.1,Ios,8,128.0,12.0,1,1,2500,1,2532,1170,Bionic Chip,1,51999
935,vivo,Any Color,1,6.51,Android 12,8,64.0,13.0,1,1,5000,1,1600,720,Helio,0,10990
936,APPLE,Any Color,1,6.1,Ios,6,256.0,48.0,1,1,5000,1,2556,1179,Bionic Chip,1,129900
938,APPLE,Any Color,1,4.7,Ios,6,128.0,12.0,1,1,400,1,1334,750,Bionic Chip,1,36999
941,SAMSUNG,Any Color,1,6.6,Android 13,8,256.0,48.0,1,1,5000,1,1080,2340,Dimensity,1,30999
943,SAMSUNG,Any Color,1,6.4,Android 13,8,128.0,50.0,1,1,5000,1,2340,1080,Exynos,1,36999
946,REDMI,Any Color,1,6.7,Android,8,64.0,50.0,1,1,6000,1,1650,720,Snapdragon,0,10999
947,APPLE,Blue,1,6.1,Ios,6,256.0,12.0,1,1,6000,1,2532,1170,Bionic Chip,1,74999
948,IQOO,Any Color,1,6.78,Android 13,8,256.0,64.0,1,1,5000,1,2400,1080,Bionic Chip,1,33995
951,APPLE,Any Color,1,6.1,Ios,6,256.0,12.0,1,1,1500,1,2532,1170,Bionic Chip,1,74999
952,REDMI,Any Color,1,6.7,Android 13,8,128.0,50.0,1,1,6000,1,2400,1080,Bionic Chip,0,13499
953,Tecno,Any Color,1,6.56,Android 12,4,64.0,13.0,1,1,5000,1,1612,720,Helio,0,7930
956,APPLE,Any Color,1,6.7,Ios,6,256.0,12.0,1,1,1200,1,2778,1284,Bionic Chip,1,83999
959,realme,Any Color,1,6.72,Android 13,8,64.0,64.0,1,1,5000,1,1080,2400,Bionic Chip,0,10727
960,REDMI,Any Color,1,6.71,Android 12,8,64.0,50.0,1,1,5000,1,1650,720,Bionic Chip,0,8622
963,Nokia,Any Color,1,6.5,Android,8,128.0,50.0,1,1,5050,1,1600,720,Qualcomm,0,13499
964,APPLE,Any Color,1,6.7,Ios,6,256.0,12.0,1,1,5050,1,2778,1284,Bionic Chip,1,83999
965,APPLE,Any Color,1,6.1,Ios,6,1000.0,12.0,1,1,5050,1,2532,1170,Bionic Chip,1,125999
966,realme,Any Color,1,6.74,Android 13,8,128.0,50.0,1,1,5000,1,2400,1080,Bionic Chip,0,12398
968,APPLE,Blue,1,6.1,Ios,8,128.0,12.0,1,1,2815,1,2532,1170,Bionic Chip,1,51999
969,SAMSUNG,Any Color,1,6.6,Android 13,8,128.0,48.0,1,1,5000,1,1080,2340,Dimensity,1,28999
971,Tecno,Any Color,1,6.6,Android 12,8,64.0,13.0,1,1,5000,1,720,1600,Bionic Chip,0,8400
972,Tecno,Any Color,1,6.56,Android 12,1,64.0,13.0,1,1,5000,1,720,1600,Bionic Chip,0,7773
973,SAMSUNG,Any Color,1,6.6,Android 12,8,128.0,50.0,1,1,6000,1,1080,2400,Bionic Chip,1,17347
974,REDMI,Any Color,1,6.67,Android 12,8,256.0,50.0,1,1,5000,1,2400,1080,Dimensity,1,28999
975,SAMSUNG,Any Color,1,6.6,Android 13,8,256.0,48.0,1,1,5000,1,1080,2340,Dimensity,1,30999
977,POCO,Any Color,1,6.67,Android 13,8,256.0,64.0,1,1,5000,1,2400,1080,Snapdragon,1,30999
978,IQOO,Any Color,1,6.4,Android 13,8,128.0,64.0,1,1,4500,1,2400,1080,Bionic Chip,1,19970
979,APPLE,Any Color,1,6.1,Ios,8,128.0,12.0,1,1,4500,1,2532,1170,Bionic Chip,1,51999
980,Tecno,Any Color,1,6.9,Android 12,8,128.0,50.0,1,1,7000,1,1080,2460,Helio,0,13999
981,REDMI,Any Color,1,6.43,Android,8,64.0,64.0,1,1,5000,1,2400,1080,Helio,0,12890
982,vivo,Any Color,1,6.51,Android 12,8,64.0,13.0,1,1,5000,1,1600,720,Helio,0,10699
983,Tecno,Any Color,1,6.8,Android 12,8,128.0,64.0,1,1,5000,1,1080,2460,Helio,0,14940
